"UniqueId","FullName","University","JoinYear","SubField","Bachelors","Doctorate"
"887","Merrick L. Furst","Georgia Institute of Technology","2005","Algorithms & Complexity","","Cornell University"
"888","Michael L. Best","Georgia Institute of Technology","2008","Human-Computer Interaction","University of California, Los Angeles","Massachusetts Institute of Technology"
"889","Milena Mihail","Georgia Institute of Technology","1989","Algorithms & Complexity","National Technical University of Athens","Harvard University"
"890","Milos Prvulovic","Georgia Institute of Technology","2003","Computer Architecture","University of Belgrade","University of Illinois at Urbana-Champaign"
"892","Mostafa H. Ammar","Georgia Institute of Technology","1985","Computer Networks","Massachusetts Institute of Technology","University of Waterloo"
"893","Munmun De Choudhury","Georgia Institute of Technology","2014","Human-Computer Interaction","Maulana Azad National Institute of Technology, Bhopal","Arizona State University"
"894","Mustaque Ahamad","Georgia Institute of Technology","1985","Computer Security","Birla Institute of Technology and Science","Stony Brook University"
"895","Nancy J. Nersessian","Georgia Institute of Technology","1993","Human-Computer Interaction","Boston University","Case Western Reserve University"
"896","Paul Pearce","Georgia Institute of Technology","2019","Computer Security","University of California, Berkeley","University of California, Berkeley"
"897","Prasad Tetali","Georgia Institute of Technology","1994","Algorithms & Complexity","Andhra University","New York University"
"898","Qirun Zhang","Georgia Institute of Technology","2019","Programming Languages","Zhejiang University","The Chinese University of Hong Kong"
"899","Rahul C. Basole","Georgia Institute of Technology","2006","Machine Learning & Data Mining","Virginia Tech","Georgia Institute of Technology"
"900","Rich Vuduc","Georgia Institute of Technology","2007","High-Performance Computing","Cornell University","University of California, Berkeley"
"901","Richard A. DeMillo","Georgia Institute of Technology","1976","Computer Security","University of St. Thomas","Georgia Institute of Technology"
"902","Richard Fujimoto","Georgia Institute of Technology","1989","High-Performance Computing","University of Illinois at Urbana-Champaign","University of California, Berkeley"
"903","Richard J. Lipton","Georgia Institute of Technology","2000","Algorithms & Complexity","Case Western Reserve University","Carnegie Mellon University"
"904","Richard Peng","Carnegie Mellon University","2023","Algorithms & Complexity","University of Waterloo","Carnegie Mellon University"
"906","Santosh Pande","Georgia Institute of Technology","2000","High-Performance Computing","National Institute of Technology, Rourkela","North Carolina State University"
"907","Santosh S. Vempala","Georgia Institute of Technology","2006","Algorithms & Complexity","Indian Institute of Technology Delhi","Carnegie Mellon University"
"909","Seth A. Hutchinson","Georgia Institute of Technology","2003","Computer Vision","Purdue University","Purdue University"
"910","Seymour E. Goodman","Georgia Institute of Technology","2000","Computer Security","Columbia University","California Institute of Technology"
"911","Shamkant B. Navathe","Georgia Institute of Technology","1980","Databases","Kendriya Vidyalaya Indian Institute of Science, Bangalore","University of Michigan"
"912","Sonia Chernova","Georgia Institute of Technology","2015","Robotics","Carnegie Mellon University","Carnegie Mellon University"
"913","Srijan Kumar","Georgia Institute of Technology","2020","Machine Learning & Data Mining","Indian Institute of Technology Kharagpur","University of Maryland"
"914","Srinivas Aluru","Georgia Institute of Technology","2013","Comp. Bio & Bioinformatics","Indian Institute of Technology Madras","Iowa State University"
"915","T. E. Starner","Georgia Institute of Technology","1999","Human-Computer Interaction","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"916","Taesoo Kim","Georgia Institute of Technology","2014","Computer Security","KAIST","Massachusetts Institute of Technology"
"917","Thomas M. Conte","Georgia Institute of Technology","1995","Computer Architecture","University of Delaware","University of Illinois at Urbana-Champaign"
"918","Thomas Ploetz","Georgia Institute of Technology","2017","Human-Computer Interaction","Baden-Württemberg Cooperative State University","Bielefeld University"
"919","Tucker Balch","Georgia Institute of Technology","2001","Artificial Intelligence","Georgia Institute of Technology","Georgia Institute of Technology"
"920","Tuo Zhao","Georgia Institute of Technology","2017","Artificial Intelligence","University of Minnesota Duluth","Johns Hopkins University"
"921","Tushar Krishna","Georgia Institute of Technology","2015","Computer Architecture","Indian Institute of Technology Delhi","Massachusetts Institute of Technology"
"922","Umakishore Ramachandran","Georgia Institute of Technology","1986","High-Performance Computing","","University of Wisconsin-Madison"
"923","Vivek Sarkar","Georgia Institute of Technology","2007","High-Performance Computing","Indian Institute of Technology Kanpur","Stanford University"
"924","Vladimir Kolesnikov","Georgia Institute of Technology","2018","Cryptography","Rochester Institute of Technology","University of Toronto"
"925","W. Keith Edwards","Georgia Institute of Technology","2004","Human-Computer Interaction","Georgia Institute of Technology","Georgia Institute of Technology"
"926","Wenke Lee","Georgia Institute of Technology","2001","Computer Security","Sun Yat-sen University","Columbia University"
"927","William R. Harris","Georgia Institute of Technology","2014","Computer Security","Purdue University","University of Wisconsin-Madison"
"928","Xu Chu","Georgia Institute of Technology","2018","Databases","Nanjing University","University of Waterloo"
"929","Zsolt Kira","Georgia Institute of Technology","2018","Machine Learning & Data Mining","University of Miami","Georgia Institute of Technology"
"930","Zvi Galil","Georgia Institute of Technology","2010","Algorithms & Complexity","Tel Aviv University","Cornell University"
"934","Barbara J. Grosz","Harvard University","1986","Machine Learning & Data Mining","Cornell University","University of California, Berkeley"
"935","Boaz Barak","Harvard University","2016","Algorithms & Complexity","Tel Aviv University","Weizmann Institute of Science"
"936","Cynthia Dwork","Harvard University","2017","Cryptography","Princeton University","Cornell University"
"937","David C. Parkes","Harvard University","2001","Economics & Computation","University of Oxford","University of Pennsylvania"
"939","David J. Malan","Harvard University","2007","Computer Security","Harvard University","Harvard University"
"940","David M. Brooks","Harvard University","2002","Computer Architecture","University of Southern California","Princeton University"
"941","Eddie Kohler","Harvard University","2011","Computer Networks","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"942","Elena Glassman","Harvard University","2018","Human-Computer Interaction","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"943","Finale Doshi-Velez","Harvard University","2012","Comp. Bio & Bioinformatics","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"944","H. T. Kung","Harvard University","1992","Computer Networks","National Tsing Hua University","Carnegie Mellon University"
"945","Hanspeter Pfister","Harvard University","2007","Computer Graphics","ETH Zurich","University of Colorado Boulder"
"946","Harry R. Lewis","Harvard University","1968","Algorithms & Complexity","Harvard University","Harvard University"
"948","James Mickens","Harvard University","2015","Computer Security","Georgia Institute of Technology","University of Michigan"
"950","Jonathan Zittrain","Harvard University","2008","Computer Security","Yale University","Harvard University"
"951","Krzysztof Gajos","Harvard University","2009","Human-Computer Interaction","Massachusetts Institute of Technology","University of Washington"
"952","Leslie G. Valiant","Harvard University","1982","Algorithms & Complexity","University of Cambridge","University of Warwick"
"953","Madhu Sudan","Harvard University","2015","Algorithms & Complexity","Indian Institute of Technology Delhi","University of California, Berkeley"
"954","Michael D. Smith","Harvard University","1992","Programming Languages","Princeton University","Stanford University"
"955","Michael M. Mitzenmacher","Harvard University","1999","Algorithms & Complexity","Harvard University","University of California, Berkeley"
"957","Milind Tambe","Harvard University","2019","Artificial Intelligence","Birla Institute of Technology and Science","Carnegie Mellon University"
"958","Minlan Yu","Harvard University","2018","Computer Networks","Peking University","Princeton University"
"959","Nada Amin","Harvard University","2019","Programming Languages","Massachusetts Institute of Technology","École polytechnique fédérale de Lausanne"
"960","Radhika Nagpal","Princeton University","2022","Artificial Intelligence","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"961","Salil P. Vadhan","Harvard University","2016","Cryptography","Harvard University","Massachusetts Institute of Technology"
"962","Stephen Chong","Harvard University","2009","Programming Languages","Victoria University of Wellington","Cornell University"
"963","Steven J. Gortler","Harvard University","1996","Computer Graphics","Queens College","Princeton University"
"964","Stratos Idreos","Harvard University","2014","Databases","Technical University of Crete","University of Amsterdam"
"965","Stuart M. Shieber","Harvard University","1989","Natural Language Processing","Harvard University","Stanford University"
"966","Susan A. Murphy","Harvard University","2017","Algorithms & Complexity","Louisiana State University","University of North Carolina at Chapel Hill"
"967","Yaron Singer","Harvard University","2013","Algorithms & Complexity","Tel Aviv University","University of California, Berkeley"
"968","Yiling Chen","Harvard University","2008","Economics & Computation","Renmin University of China","Pennsylvania State University"
"977","Amr Sabry","Indiana University Bloomington","2000","Programming Languages","Cairo University","Rice University"
"978","Andrew Lukefahr","Indiana University Bloomington","2017","Computer Architecture","University of Michigan","University of Michigan"
"979","Andrew Lumsdaine","Indiana University Bloomington","2001","High-Performance Computing","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"980","Apu Kapadia","Indiana University Bloomington","1995","The Web & Information Retrieval","University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign"
"981","Beth A. Plale","Indiana University Bloomington","1986","The Web & Information Retrieval","Syracuse University","University of Florida"
"982","Cenk S. Sahinalp","Indiana University Bloomington","2013","Comp. Bio & Bioinformatics","Bilkent University","University of Maryland"
"983","Christopher Raphael","Indiana University Bloomington","2004","Artificial Intelligence","University of California, Santa Cruz","Brown University"
"984","Chung-chieh Shan","Indiana University Bloomington","2015","Programming Languages","Harvard University","Harvard University"
"985","D. Martin Swany","Indiana University Bloomington","2011","High-Performance Computing","University of Tennessee","University of California, Santa Barbara"
"986","Daniel Leivant","Indiana University Bloomington","1991","Programming Languages","Hebrew University of Jerusalem","University of Amsterdam"
"987","Daniel P. Friedman","Indiana University Bloomington","1973","Programming Languages","University of Texas at Austin","University of Texas at Austin"
"988","David J. Crandall","Indiana University Bloomington","2010","Computer Vision","Pennsylvania State University","Cornell University"
"989","Dirk Van Gucht","Indiana University Bloomington","1985","Databases","Bar-Ilan University","Vanderbilt University"
"990","Donald S. Williamson","Ohio State University","2022","Machine Learning & Data Mining","University of Delaware","Ohio State University"
"991","Douglas Hofstadter","Indiana University Bloomington","1988","Artificial Intelligence","Stanford University","University of Oregon"
"992","Eduardo J. Izquierdo","Indiana University Bloomington","2017","Computer Networks","Simón Bolívar University","University of Sussex"
"993","Erik Stolterman","Indiana University Bloomington","2005","Human-Computer Interaction","Aristotle University of Thessaloniki","Umeå University"
"994","Esfandiar Haghverdi","Indiana University Bloomington","2008","Algorithms & Complexity","Hacettepe University","University of Ottawa"
"995","Filippo Menczer","Indiana University Bloomington","2003","Computer Networks","Sapienza University of Rome","University of California, San Diego"
"996","Funda Ergün","Indiana University Bloomington","2013","Algorithms & Complexity","Bilkent University","Cornell University"
"997","Geoffrey Brown","Indiana University Bloomington","2003","Databases","Swarthmore College","University of Texas at Austin"
"998","Geoffrey C. Fox","Indiana University Bloomington","2011","Algorithms & Complexity","University of Cambridge","University of Cambridge"
"999","Gregory J. E. Rawlins","Indiana University Bloomington","1987","Human-Computer Interaction","University of the West Indies","University of Waterloo"
"1000","Grigory Yaroslavtsev","Indiana University Bloomington","2014","Machine Learning & Data Mining","Sankt-Peterburgskiy Politekhnicheskiy Universitet Petra Velikogo","Pennsylvania State University"
"1001","Haixu Tang","Indiana University Bloomington","2004","Comp. Bio & Bioinformatics","Nanjing University","Shanghai Institute of Biochemistry"
"1002","Hamid R. Ekbia","Indiana University Bloomington","2007","Artificial Intelligence","Abadan Institute of Technology","Indiana University Bloomington"
"1003","Jeffrey Bardzell","Pennsylvania State University","2020","Human-Computer Interaction","Mary Washington College","Indiana University Bloomington"
"1004","Jeremy G. Siek","Indiana University Bloomington","2013","Programming Languages","University of Notre Dame","Indiana University Bloomington"
"1005","Judy Qiu","Indiana University Bloomington","2010","Databases","Beihang University","Syracuse University"
"1007","Katy Börner","Indiana University Bloomington","2009","Machine Learning & Data Mining","RFT Fernmeldewerk Leipzig","University of Kaiserslautern"
"1008","Kay Connelly","Indiana University Bloomington","2003","Mobile Computing","Indiana University Bloomington","University of Illinois at Urbana-Champaign"
"1009","L. Jean Camp","Indiana University Bloomington","2004","Computer Security","University of North Carolina at Charlotte","Carnegie Mellon University"
"1010","Luyi Xing","Indiana University Bloomington","2018","Computer Security","Wuhan University","Indiana University Bloomington"
"1012","Matthew W. Hahn","Indiana University Bloomington","2014","Comp. Bio & Bioinformatics","Cornell University","Duke University"
"1013","Mehmet M. Dalkilic","Indiana University Bloomington","2001","Comp. Bio & Bioinformatics","Indiana University Bloomington","Indiana University Bloomington"
"1014","Michael A. McRobbie","Indiana University Bloomington","1997","Computer Networks","University of Queensland","Australian National University"
"1015","Minaxi Gupta","Indiana University Bloomington","2004","Computer Security","University of Mumbai","Georgia Institute of Technology"
"1016","Norman Makoto Su","Indiana University Bloomington","2017","Human-Computer Interaction","Trinity University","University of California, Irvine"
"1017","Patrick C. Shih","Indiana University Bloomington","2015","Human-Computer Interaction","University of California, Los Angeles","University of California, Irvine"
"1019","Qin Zhang","Indiana University Bloomington","2013","Machine Learning & Data Mining","Fudan University","Hong Kong University of Science and Technology"
"1020","Raj Acharya","Indiana University Bloomington","2009","Comp. Bio & Bioinformatics","University of Minnesota","University of Minnesota"
"1022","Randall D. Beer","Indiana University Bloomington","2006","Comp. Bio & Bioinformatics","Case Western Reserve University","Case Western Reserve University"
"1023","Raquel Hill","Indiana University Bloomington","2007","Computer Security","Georgia Institute of Technology","Harvard University"
"1024","Roni Khardon","Indiana University Bloomington","2019","Artificial Intelligence","Technion - Israel Institute of Technology","Harvard University"
"1025","Ryan Henry","Indiana University Bloomington","2014","Computer Security","Brandon University","University of Waterloo"
"1026","Ryan Newton","Indiana University Bloomington","2011","Programming Languages","Indiana University Bloomington","Massachusetts Institute of Technology"
"1027","Sam Tobin-Hochstadt","Indiana University Bloomington","2013","Programming Languages","University of Chicago","Northeastern University"
"1028","Selma Sabanovic","Indiana University Bloomington","2009","Robotics","Boğaziçi University","Rensselaer Polytechnic Institute"
"1029","Shaowen Bardzell","Pennsylvania State University","2020","Human-Computer Interaction","","Indiana University Bloomington"
"1030","Shuang Wang","Indiana University Bloomington","2018","Comp. Bio & Bioinformatics","Dalian University of Technology","University of Oklahoma"
"1031","Steven A. Myers","Indiana University Bloomington","2004","Computer Security","University of Calgary","University of Toronto"
"1032","Thomas L. Sterling","Indiana University Bloomington","2007","Computer Architecture","Old Dominion University","Massachusetts Institute of Technology"
"1033","Volker Brendel","Indiana University Bloomington","2012","Comp. Bio & Bioinformatics","University of Kiel","Weizmann Institute of Science"
"1034","Xiao Feng Wang","Indiana University Bloomington","2004","Computer Security","Carnegie Mellon University","Carnegie Mellon University"
"1035","Xiaojing Liao","Indiana University Bloomington","2018","Computer Security","Harbin Institute of Technology","Georgia Institute of Technology"
"1036","Yan Huang","Indiana University Bloomington","2014","Computer Security","Zhejiang University","University of Virginia"
"1037","Yuan Zhou","University of Illinois at Urbana-Champaign","2019","Algorithms & Complexity","Tsinghua University","Carnegie Mellon University"
"1038","Yuqing Melanie Wu","Indiana University Bloomington","2004","Machine Learning & Data Mining","Peking University","University of Michigan"
"1039","Yuzhen Ye","Indiana University Bloomington","2007","Comp. Bio & Bioinformatics","Nankai University","Chinese Academy of Sciences"
"1040","A. Pavan","Iowa State University","2007","Algorithms & Complexity","","University at Buffalo"
"1041","Ali Jannesari","Iowa State University","2018","Computer Architecture","","Karlsruhe Institute of Technology"
"1042","Andrew S. Miner","Iowa State University","2000","Software Engineering","Randolph-Macon College","College of William & Mary"
"1043","Borzoo Bonakdarpour","Michigan State University","2020","Computer Security","University of Esfahan","Michigan State University"
"1047","Derrick Stolee","Iowa State University","2013","Software Engineering","University of Nebraska-Lincoln","University of Nebraska-Lincoln"
"1048","Forrest Sheng Bao","Iowa State University","2017","Artificial Intelligence","","Texas Tech University"
"1049","Gianfranco Ciardo","Iowa State University","2014","Software Engineering","University of Turin","Duke University"
"1051","Guang Song","Iowa State University","2006","Comp. Bio & Bioinformatics","Jilin University","Texas A&M University"
"1052","Gurpur M. Prabhu","Iowa State University","1989","High-Performance Computing","Indian Institute of Technology Madras","Washington State University"
"1053","Hridesh Rajan","Iowa State University","2005","Software Engineering","Indian Institute of Technology Kanpur","University of Virginia"
"1054","Jack H. Lutz","Iowa State University","1987","Comp. Bio & Bioinformatics","Kansas State University","California Institute of Technology"
"1055","Jeremy W. Sheaffer","Iowa State University","2009","High-Performance Computing","Millersville University of Pennsylvania","University of Virginia"
"1056","Jin Tian","Iowa State University","2010","Artificial Intelligence","Tsinghua University","University of California"
"1057","Lu Ruan","Iowa State University","2001","Computer Networks","Tsinghua University","University of Minnesota"
"1058","Myra B. Cohen","Iowa State University","2015","Software Engineering","Cornell University","University of Nebraska-Lincoln"
"1059","Oliver Eulenstein","Iowa State University","2006","Comp. Bio & Bioinformatics","University of Paderborn","University of Bonn"
"1060","Pavan Aduri","Iowa State University","2007","Software Engineering","University at Buffalo","University at Buffalo"
"1061","Robyn R. Lutz","Iowa State University","1994","Software Engineering","University of Kansas","University of Kansas"
"1062","Samik Basu","Iowa State University","2014","Software Engineering","Jadavpur University","Stony Brook University"
"1064","Soma Chaudhuri","Iowa State University","1984","High-Performance Computing","Massachusetts Institute of Technology","University of Washington"
"1065","Sourabh Bhattacharya","Iowa State University","2012","Robotics","Indian Institute of Technology Bombay","University of Illinois at Urbana-Champaign"
"1066","Wallapak Tavanapong","Iowa State University","2005","Databases","Thammasat University","University of Central Florida"
"1067","Wei Le","Iowa State University","2014","Software Engineering","Zhejiang University","University of Virginia"
"1068","Wensheng Zhang","Iowa State University","2005","Computer Security","Tongji University","Pennsylvania State University"
"1069","Xiaoqiu Huang","Iowa State University","2001","Comp. Bio & Bioinformatics","Harbin Institute of Technology","Pennsylvania State University"
"1070","Yan-Bin Jia","Iowa State University","1999","Robotics","University of Science and Technology of China","Carnegie Mellon University"
"1071","Ying Cai","Iowa State University","2003","High-Performance Computing","University of Central Florida","University of Central Florida"
"1072","Abhishek Jain","Johns Hopkins University","2014","Cryptography","Indian Institute of Technology Kanpur","University of California, Los Angeles"
"1073","Alan L. Yuille","Johns Hopkins University","2016","Computer Vision","University of Cambridge","University of Cambridge"
"1074","Alex Szalay","Johns Hopkins University","1989","Machine Learning & Data Mining","University of Debrecen","Eötvös Loránd University"
"1075","Alexis Battle","Johns Hopkins University","2014","Comp. Bio & Bioinformatics","Stanford University","Stanford University"
"1077","Ben Langmead","Johns Hopkins University","2012","Algorithms & Complexity","Columbia University","University of Maryland"
"1078","Benjamin David Van Durme","Johns Hopkins University","2016","Natural Language Processing","University of Rochester","University of Rochester"
"1079","David Yarowsky","Johns Hopkins University","1996","Natural Language Processing","Harvard University","University of Pennsylvania"
"1080","Gregory D. Hager","Johns Hopkins University","1999","Computer Vision","Luther College","University of Pennsylvania"
"1081","James H. Martin","University of Colorado Boulder","1989","Natural Language Processing","Columbia University","University of California, Berkeley"
"1082","Jason Eisner","Johns Hopkins University","2000","Programming Languages","Harvard University","University of Pennsylvania"
"1084","Joshua T. Vogelstein","Johns Hopkins University","2012","Comp. Bio & Bioinformatics","Washington State University","Johns Hopkins University"
"1085","Mark Dredze","Johns Hopkins University","2011","Natural Language Processing","Northwestern University","University of Pennsylvania"
"1086","Matthew D. Green","Johns Hopkins University","2009","Cryptography","Oberlin College","Johns Hopkins University"
"1087","Michael Dinitz","Johns Hopkins University","2014","Algorithms & Complexity","Princeton University","Carnegie Mellon University"
"1088","Michael Kazhdan","Johns Hopkins University","2011","Computer Graphics","Harvard University","Princeton University"
"1089","Michael Schatz","Johns Hopkins University","2016","Comp. Bio & Bioinformatics","Carnegie Mellon University","University of Maryland"
"1090","Nassir Navab","Johns Hopkins University","2013","Human-Computer Interaction","University of Technology of Compiègne","Inria"
"1092","Philipp Koehn","Johns Hopkins University","2014","Natural Language Processing","University of Erlangen-Nuremberg","University of Southern California"
"1093","Raman Arora","Johns Hopkins University","2014","Machine Learning & Data Mining","University of Wisconsin-Madison","University of Wisconsin-Madison"
"1094","Randal C. Burns","Johns Hopkins University","2001","Machine Learning & Data Mining","Stanford University","University of California, Santa Cruz"
"1095","René Vidal","University of Pennsylvania","2004","Machine Learning & Data Mining","Pontifical Catholic University of Chile","University of California, Berkeley"
"1096","Russell H. Taylor","Johns Hopkins University","1995","Robotics","Johns Hopkins University","Stanford University"
"1098","Scott F. Smith","Johns Hopkins University","1988","Programming Languages","Purdue University","Cornell University"
"1099","Soudeh Ghorbani","Johns Hopkins University","2018","Computer Networks","Sharif University of Technology","University of Illinois at Urbana-Champaign"
"1101","Steven Salzberg","Johns Hopkins University","1989","Comp. Bio & Bioinformatics","Yale University","Harvard University"
"1102","Suchi Saria","Johns Hopkins University","2012","Machine Learning & Data Mining","","Stanford University"
"1104","Vladimir Braverman","Rice University","2011","Algorithms & Complexity","Ben-Gurion University of the Negev","University of California, Los Angeles"
"1105","Xin Jin","Johns Hopkins University","2017","Computer Networks","Peking University","Princeton University"
"1106","Xin Li","Johns Hopkins University","2011","Algorithms & Complexity","Tsinghua University","University of Texas at Austin"
"1109","Yinzhi Cao","Johns Hopkins University","2018","Computer Security","Tsinghua University","Northwestern University"
"1113","Adam Belay","Massachusetts Institute of Technology","2016","Computer Networks","","Stanford University"
"1114","Adam Chlipala","Massachusetts Institute of Technology","2012","Programming Languages","Carnegie Mellon University","University of California, Berkeley"
"1117","Aleksander Madry","Massachusetts Institute of Technology","2011","Algorithms & Complexity","University of Wroclaw","Massachusetts Institute of Technology"
"1118","Alexandre Megretski","Massachusetts Institute of Technology","1999","Algorithms & Complexity","","Saint Petersburg State University"
"1119","Anant Agarwal","Massachusetts Institute of Technology","2011","Artificial Intelligence","Indian Institute of Technology Madras","Stanford University"
"1120","Andrew Lo","Massachusetts Institute of Technology","1984","Artificial Intelligence","Yale University","Harvard University"
"1121","Ankur Moitra","Massachusetts Institute of Technology","2013","Machine Learning & Data Mining","Cornell University","Massachusetts Institute of Technology"
"1122","Antonio Torralba","Massachusetts Institute of Technology","2007","Computer Vision","Telecom BCN","Polytechnic University of Catalonia"
"1123","Armando Solar-Lezama","Massachusetts Institute of Technology","2010","Programming Languages","Texas A&M University","University of California, Berkeley"
"1124","Arvind","Massachusetts Institute of Technology","1978","Embedded & Real-Time Systems","Indian Institute of Technology Kanpur","University of Minnesota"
"1125","Asuman E. Ozdaglar","Massachusetts Institute of Technology","2003","Algorithms & Complexity","Middle East Technical University","Massachusetts Institute of Technology"
"1126","Barbara H. Liskov","Massachusetts Institute of Technology","1972","Programming Languages","University of California, Berkeley","Stanford University"
"1127","Berthold K. P. Horn","Massachusetts Institute of Technology","1989","Computer Vision","University of the Witwatersrand","Massachusetts Institute of Technology"
"1129","Bonnie Berger","Massachusetts Institute of Technology","1992","Comp. Bio & Bioinformatics","Brandeis University","Massachusetts Institute of Technology"
"1130","Bruce Tidor","Massachusetts Institute of Technology","1994","Algorithms & Complexity","Harvard University","Harvard University"
"1131","Caroline Uhler","Massachusetts Institute of Technology","2015","Artificial Intelligence","University of Zurich","University of California, Berkeley"
"1132","Charles E. Leiserson","Massachusetts Institute of Technology","1981","Algorithms & Complexity","Yale University","Carnegie Mellon University"
"1133","Collin M. Stultz","Massachusetts Institute of Technology","2004","Computer Architecture","Harvard University","Harvard University"
"1134","Constantinos Daskalakis","Massachusetts Institute of Technology","2009","Economics & Computation","National Technical University of Athens","University of California, Berkeley"
"1135","Dan Huttenlocher","Massachusetts Institute of Technology","1988","Computer Vision","University of Michigan","Massachusetts Institute of Technology"
"1136","Daniel Jackson","Massachusetts Institute of Technology","1997","Software Engineering","University of Oxford","Massachusetts Institute of Technology"
"1137","Daniel Sánchez","Massachusetts Institute of Technology","2012","High-Performance Computing","University of Wisconsin-Madison","Stanford University"
"1138","Daniela Rus","Massachusetts Institute of Technology","2008","Computer Security","","Cornell University"
"1139","David A. Sontag","Massachusetts Institute of Technology","2017","Machine Learning & Data Mining","University of California, Berkeley","Massachusetts Institute of Technology"
"1141","David Gifford","Massachusetts Institute of Technology","1982","Comp. Bio & Bioinformatics","Massachusetts Institute of Technology","Stanford University"
"1143","David R. Karger","Massachusetts Institute of Technology","1995","Human-Computer Interaction","Harvard University","Stanford University"
"1144","Devavrat Shah","Massachusetts Institute of Technology","2005","Computer Networks","Indian Institute of Technology Bombay","Stanford University"
"1145","Dina Katabi","Massachusetts Institute of Technology","2003","Computer Networks","Damascus University","Massachusetts Institute of Technology"
"1146","Dirk Englund","Massachusetts Institute of Technology","2013","Algorithms & Complexity","California Institute of Technology","Stanford University"
"1147","Duane S. Boning","Massachusetts Institute of Technology","1984","Machine Learning & Data Mining","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"1148","Elfar Adalsteinsson","Massachusetts Institute of Technology","2004","Computer Architecture","University of Iceland","Stanford University"
"1149","Eric Grimson","Massachusetts Institute of Technology","1984","Computer Vision","University of Regina","Massachusetts Institute of Technology"
"1151","Erik D. Demaine","Massachusetts Institute of Technology","2001","Algorithms & Complexity","Dalhousie University","University of Waterloo"
"1152","Fadel Adib","Massachusetts Institute of Technology","2017","Mobile Computing","American University of Beirut","Massachusetts Institute of Technology"
"1153","Frédo Durand","Massachusetts Institute of Technology","2002","Computer Vision","École normale supérieure","University of Grenoble"
"1154","Gerald J. Sussman","Massachusetts Institute of Technology","1973","Artificial Intelligence","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"1155","Gregory W. Wornell","Massachusetts Institute of Technology","1991","Algorithms & Complexity","University of British Columbia","Massachusetts Institute of Technology"
"1156","Guy Bresler","Massachusetts Institute of Technology","2015","Algorithms & Complexity","University of Illinois at Urbana-Champaign","University of California, Berkeley"
"1158","Hal Abelson","Massachusetts Institute of Technology","1977","Artificial Intelligence","Princeton University","Massachusetts Institute of Technology"
"1159","Hari Balakrishnan","Massachusetts Institute of Technology","1998","Computer Networks","Indian Institute of Technology Madras","University of California, Berkeley"
"1160","Jacob K. White","Massachusetts Institute of Technology","1983","Computer Architecture","Massachusetts Institute of Technology","University of California, Berkeley"
"1161","Jae S. Lim","Massachusetts Institute of Technology","1978","Natural Language Processing","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"1166","John N. Tsitsiklis","Massachusetts Institute of Technology","1980","Artificial Intelligence","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"1167","John V. Guttag","Massachusetts Institute of Technology","1979","Machine Learning & Data Mining","Brown University","University of Toronto"
"1168","Julian Shun","Massachusetts Institute of Technology","2017","High-Performance Computing","University of California, Berkeley","Carnegie Mellon University"
"1169","Justin M. Solomon","Massachusetts Institute of Technology","2016","Algorithms & Complexity","Stanford University","Stanford University"
"1171","Leslie Pack Kaelbling","Massachusetts Institute of Technology","2000","Artificial Intelligence","Stanford University","Stanford University"
"1172","Lizhong Zheng","Massachusetts Institute of Technology","2013","Machine Learning & Data Mining","Tsinghua University","University of California, Berkeley"
"1174","Luca Daniel","Massachusetts Institute of Technology","2003","Computer Architecture","University of Padua","University of California, Berkeley"
"1176","Marinus Frans Kaashoek","Massachusetts Institute of Technology","1993","Operating Systems","","Vrije Universiteit Amsterdam"
"1177","Manolis Kellis","Massachusetts Institute of Technology","2004","Comp. Bio & Bioinformatics","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"1178","Manya Ghobadi","Massachusetts Institute of Technology","2018","Computer Networks","Sharif University of Technology","University of Toronto"
"1179","Martin C. Rinard","Massachusetts Institute of Technology","2000","Programming Languages","Brown University","Stanford University"
"1181","Max M. Shulaker","Massachusetts Institute of Technology","2016","Measurement & Perf. Analysis","Stanford University","Stanford University"
"1182","Michael Carbin","Massachusetts Institute of Technology","2016","Artificial Intelligence","Stanford University","Massachusetts Institute of Technology"
"1183","Michael J. Watts","Massachusetts Institute of Technology","2010","Computer Networks","Tufts University","Massachusetts Institute of Technology"
"1184","Mohammad Alizadeh","Massachusetts Institute of Technology","2015","Computer Networks","Sharif University of Technology","Stanford University"
"1185","Muriel Médard","Massachusetts Institute of Technology","2000","Computer Networks","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"1186","Nancy A. Lynch","Massachusetts Institute of Technology","1982","Software Engineering","Brooklyn College","Massachusetts Institute of Technology"
"1187","Nickolai Zeldovich","Massachusetts Institute of Technology","2008","Operating Systems","Massachusetts Institute of Technology","Stanford University"
